roi	Clusters	n_cells_cluster	pct_cluster_per_roi	ROIGroupFine	regions	Supercluster	Cluster_ID2	Supercluster2	regions2
HTHtub	171	1	7.59128520458514e-05	Hypothalamus	Hypothalamus	Amygdala excitatory	11	AmygExc	HTH
MEC	171	1	1.98562408164886e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	11	AmygExc	TempCx
Sub	172	754	0.0181389530408006	Hippocampus	Hippocampus	Amygdala excitatory	12	AmygExc	HC
MEC	172	7009	0.139172391882769	CerebralCortex	Temporal_cortex	Amygdala excitatory	12	AmygExc	TempCx
LEC	172	735	0.0224461749885479	CerebralCortex	Temporal_cortex	Amygdala excitatory	12	AmygExc	TempCx
BM	172	35	0.00112576391122547	Amygdala	Amygdala	Amygdala excitatory	12	AmygExc	Amyg
La	172	1	3.45017940932929e-05	Amygdala	Amygdala	Amygdala excitatory	12	AmygExc	Amyg
Pir	172	18	0.000487263474188571	CerebralCortex	Paleo_cortex	Amygdala excitatory	12	AmygExc	PalCx
M1C	172	16	0.000137249519626681	CerebralCortex	Frontal_cortex	Amygdala excitatory	12	AmygExc	FrCx
TH-TL	172	5	0.000122919586006834	CerebralCortex	Limbic_cortex	Amygdala excitatory	12	AmygExc	LimCx
CA1	172	1	2.55447416149386e-05	Hippocampus	Hippocampus	Amygdala excitatory	12	AmygExc	HC
CMN	172	12	0.000313062534241215	Amygdala	Amygdala	Amygdala excitatory	12	AmygExc	Amyg
BL	172	1	2.83406546691229e-05	Amygdala	Amygdala	Amygdala excitatory	12	AmygExc	Amyg
A35-A36	172	1	4.21371987190292e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	12	AmygExc	TempCx
CA1U-CA2U-CA3U	172	4	0.000105510274062937	Hippocampus	Hippocampus	Amygdala excitatory	12	AmygExc	HC
Sub	173	130	0.00312740569668976	Hippocampus	Hippocampus	Amygdala excitatory	13	AmygExc	HC
Pir	173	8	0.000216561544083809	CerebralCortex	Paleo_cortex	Amygdala excitatory	13	AmygExc	PalCx
LEC	173	5	0.000152695067949305	CerebralCortex	Temporal_cortex	Amygdala excitatory	13	AmygExc	TempCx
BL	173	3	8.50219640073686e-05	Amygdala	Amygdala	Amygdala excitatory	13	AmygExc	Amyg
BM	173	71	0.00228369250562882	Amygdala	Amygdala	Amygdala excitatory	13	AmygExc	Amyg
CMN	173	11	0.000286973989721113	Amygdala	Amygdala	Amygdala excitatory	13	AmygExc	Amyg
MEC	173	4	7.94249632659545e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	13	AmygExc	TempCx
A35-A36	173	1	4.21371987190292e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	13	AmygExc	TempCx
Pir	174	2855	0.0772854010449095	CerebralCortex	Paleo_cortex	Amygdala excitatory	14	AmygExc	PalCx
LEC	174	4959	0.151442968392121	CerebralCortex	Temporal_cortex	Amygdala excitatory	14	AmygExc	TempCx
MEC	174	397	0.00788292760414598	CerebralCortex	Temporal_cortex	Amygdala excitatory	14	AmygExc	TempCx
Sub	174	539	0.0129667051578137	Hippocampus	Hippocampus	Amygdala excitatory	14	AmygExc	HC
CEN	174	144	0.0033724443195391	Amygdala	Amygdala	Amygdala excitatory	14	AmygExc	Amyg
BM	174	396	0.0127372145384368	Amygdala	Amygdala	Amygdala excitatory	14	AmygExc	Amyg
A35-A36	174	496	0.0209000505646385	CerebralCortex	Temporal_cortex	Amygdala excitatory	14	AmygExc	TempCx
SEP	174	3	7.35023888276369e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	14	AmygExc	BasFB
BL	174	74	0.00209720844551509	Amygdala	Amygdala	Amygdala excitatory	14	AmygExc	Amyg
AON	174	10	0.00032020493115594	CerebralCortex	Paleo_cortex	Amygdala excitatory	14	AmygExc	PalCx
CMN	174	430	0.0112180741436435	Amygdala	Amygdala	Amygdala excitatory	14	AmygExc	Amyg
CoA	174	13	0.00120616069771757	Amygdala	Amygdala	Amygdala excitatory	14	AmygExc	Amyg
La	174	3	0.000103505382279879	Amygdala	Amygdala	Amygdala excitatory	14	AmygExc	Amyg
HTHtub	174	8	0.000607302816366811	Hypothalamus	Hypothalamus	Amygdala excitatory	14	AmygExc	HTH
A38	174	2	5.3132139631263e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	14	AmygExc	TempCx
M1C	174	6	5.14685698600055e-05	CerebralCortex	Frontal_cortex	Amygdala excitatory	14	AmygExc	FrCx
FI	174	4	0.000114452487910956	CerebralCortex	Frontal_cortex	Amygdala excitatory	14	AmygExc	FrCx
SN	174	1	1.68053104781111e-05	Midbrain	Midbrain	Amygdala excitatory	14	AmygExc	MidB
TH-TL	174	4	9.83356688054675e-05	CerebralCortex	Limbic_cortex	Amygdala excitatory	14	AmygExc	LimCx
Idg	174	4	0.000100765820233777	CerebralCortex	Temporal_cortex	Amygdala excitatory	14	AmygExc	TempCx
CA1	174	5	0.000127723708074693	Hippocampus	Hippocampus	Amygdala excitatory	14	AmygExc	HC
MN	174	1	3.55176700408453e-05	Hypothalamus	Hypothalamus	Amygdala excitatory	14	AmygExc	HTH
HTHma-HTHtub	174	2	0.000106791969243913	Hypothalamus	Hypothalamus	Amygdala excitatory	14	AmygExc	HTH
HTHpo	174	3	0.000200280392549569	Hypothalamus	Hypothalamus	Amygdala excitatory	14	AmygExc	HTH
SI	174	1	2.61745844784714e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	14	AmygExc	BasFB
ANC	174	1	3.19417382693966e-05	Thalamus	Thalamus	Amygdala excitatory	14	AmygExc	Thal
Pu	174	1	2.90562529056253e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	14	AmygExc	BasFB
A40	174	1	2.56062274345121e-05	CerebralCortex	Parietal_cortex	Amygdala excitatory	14	AmygExc	ParCx
MEC	175	6697	0.132977244748024	CerebralCortex	Temporal_cortex	Amygdala excitatory	15	AmygExc	TempCx
GPe	175	1	1.96734212079481e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	15	AmygExc	BasFB
CA1	175	74	0.00189031087950545	Hippocampus	Hippocampus	Amygdala excitatory	15	AmygExc	HC
Pir	175	32	0.000866246176335237	CerebralCortex	Paleo_cortex	Amygdala excitatory	15	AmygExc	PalCx
CMN	175	18	0.000469593801361822	Amygdala	Amygdala	Amygdala excitatory	15	AmygExc	Amyg
Sub	175	519	0.0124855658198614	Hippocampus	Hippocampus	Amygdala excitatory	15	AmygExc	HC
LEC	175	668	0.0204000610780272	CerebralCortex	Temporal_cortex	Amygdala excitatory	15	AmygExc	TempCx
BM	175	80	0.00257317465422966	Amygdala	Amygdala	Amygdala excitatory	15	AmygExc	Amyg
TH-TL	175	2	4.91678344027337e-05	CerebralCortex	Limbic_cortex	Amygdala excitatory	15	AmygExc	LimCx
DGR-CA4Rpy	175	1	3.35795836131632e-05	Hippocampus	Hippocampus	Amygdala excitatory	15	AmygExc	HC
M1C	175	4	3.43123799066703e-05	CerebralCortex	Frontal_cortex	Amygdala excitatory	15	AmygExc	FrCx
CA1U-CA2U-CA3U	175	1	2.63775685157342e-05	Hippocampus	Hippocampus	Amygdala excitatory	15	AmygExc	HC
A35-A36	175	2	8.42743974380583e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	15	AmygExc	TempCx
MN	175	2	7.10353400816906e-05	Hypothalamus	Hypothalamus	Amygdala excitatory	15	AmygExc	HTH
HTHma-HTHtub	175	2	0.000106791969243913	Hypothalamus	Hypothalamus	Amygdala excitatory	15	AmygExc	HTH
HTHtub	175	8	0.000607302816366811	Hypothalamus	Hypothalamus	Amygdala excitatory	15	AmygExc	HTH
HTHpo-HTHso	175	1	4.99325910021471e-05	Hypothalamus	Hypothalamus	Amygdala excitatory	15	AmygExc	HTH
CA1	176	11	0.000280992157764324	Hippocampus	Hippocampus	Miscellaneous	17	Misc	HC
CA1U-CA2U-CA3U	176	373	0.00983883305636886	Hippocampus	Hippocampus	Miscellaneous	17	Misc	HC
CA1-2R	176	18	0.00159786950732357	Hippocampus	Hippocampus	Miscellaneous	17	Misc	HC
DGR-CA4Rpy	176	6	0.000201477501678979	Hippocampus	Hippocampus	Miscellaneous	17	Misc	HC
Sub	176	1	2.40569668976135e-05	Hippocampus	Hippocampus	Miscellaneous	17	Misc	HC
TH-TL	176	4	9.83356688054675e-05	CerebralCortex	Limbic_cortex	Miscellaneous	17	Misc	LimCx
LG	176	1	2.04683150483052e-05	Thalamus	Thalamus	Miscellaneous	17	Misc	Thal
CA1-2R	177	936	0.0830892143808256	Hippocampus	Hippocampus	Miscellaneous	18	Misc	HC
SC	177	805	0.0269167753368777	Midbrain	Midbrain	Miscellaneous	18	Misc	MidB
Sub	177	1558	0.0374807544264819	Hippocampus	Hippocampus	Miscellaneous	18	Misc	HC
DGR-CA4Rpy	177	130	0.00436534586971122	Hippocampus	Hippocampus	Miscellaneous	18	Misc	HC
TH-TL	177	366	0.00899771369570027	CerebralCortex	Limbic_cortex	Miscellaneous	18	Misc	LimCx
CA1U-CA2U-CA3U	177	58	0.00152989897391258	Hippocampus	Hippocampus	Miscellaneous	18	Misc	HC
MG	177	17	0.00119499507943203	Thalamus	Thalamus	Miscellaneous	18	Misc	Thal
LG	177	3	6.14049451449157e-05	Thalamus	Thalamus	Miscellaneous	18	Misc	Thal
Pro	177	55	0.0019607144130334	CerebralCortex	Occipital_cortex	Miscellaneous	18	Misc	OccCx
PTR	177	1	3.86473429951691e-05	Midbrain	Midbrain	Miscellaneous	18	Misc	MidB
Pul	177	1	2.1527134953609e-05	Thalamus	Thalamus	Miscellaneous	18	Misc	Thal
CA1	177	3	7.66342248448157e-05	Hippocampus	Hippocampus	Miscellaneous	18	Misc	HC
CA1R-CA2R-CA3R	177	1	3.48140927447431e-05	Hippocampus	Hippocampus	Miscellaneous	18	Misc	HC
CA1C-CA3C	177	2	5.42211137016754e-05	Hippocampus	Hippocampus	Miscellaneous	18	Misc	HC
TF	177	5	0.000156744725539986	CerebralCortex	Temporal_cortex	Miscellaneous	18	Misc	TempCx
Sub	178	262	0.00630292532717475	Hippocampus	Hippocampus	Miscellaneous	19	Misc	HC
SC	178	203	0.00678770856321263	Midbrain	Midbrain	Miscellaneous	19	Misc	MidB
TH-TL	178	149	0.00366300366300366	CerebralCortex	Limbic_cortex	Miscellaneous	19	Misc	LimCx
Pro	178	26	0.000926883177070336	CerebralCortex	Occipital_cortex	Miscellaneous	19	Misc	OccCx
CA1U-CA2U-CA3U	178	23	0.000606684075861887	Hippocampus	Hippocampus	Miscellaneous	19	Misc	HC
CA1-2R	178	16	0.00142032845095428	Hippocampus	Hippocampus	Miscellaneous	19	Misc	HC
CA1	178	1	2.55447416149386e-05	Hippocampus	Hippocampus	Miscellaneous	19	Misc	HC
TF	178	9	0.000282140505971974	CerebralCortex	Temporal_cortex	Miscellaneous	19	Misc	TempCx
DGR-CA4Rpy	178	1	3.35795836131632e-05	Hippocampus	Hippocampus	Miscellaneous	19	Misc	HC
MEC	178	1	1.98562408164886e-05	CerebralCortex	Temporal_cortex	Miscellaneous	19	Misc	TempCx
Sub	179	1397	0.0336075827559661	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
CA1C-CA3C	179	3383	0.091715013826384	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
CA4C-DGC	179	1610	0.028562811574148	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
CA1R-CA2R-CA3R	179	1047	0.036450355103746	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
CA1U-CA2U-CA3U	179	353	0.00931128168605418	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
DGU-CA4Upy	179	50	0.00141442715700141	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
CA1	179	125	0.00319309270186732	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
CA3R	179	13	0.00160950848087161	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
CA2U-CA3U	179	44	0.00353101677232967	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
CA1-2R	179	30	0.00266311584553928	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
BL	179	2	5.66813093382457e-05	Amygdala	Amygdala	Hippocampal CA1-3	5	CA1-3	Amyg
M1C	179	221	0.00189575898984354	CerebralCortex	Frontal_cortex	Hippocampal CA1-3	5	CA1-3	FrCx
CMN	179	2	5.21770890402025e-05	Amygdala	Amygdala	Hippocampal CA1-3	5	CA1-3	Amyg
DGR-CA4	179	6	0.000576313514551916	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
A29-A30	179	7	0.000205411115675803	CerebralCortex	Limbic_cortex	Hippocampal CA1-3	5	CA1-3	LimCx
MEC	179	1	1.98562408164886e-05	CerebralCortex	Temporal_cortex	Hippocampal CA1-3	5	CA1-3	TempCx
HTHso-HTHtub	179	1	5.96908016474661e-05	Hypothalamus	Hypothalamus	Hippocampal CA1-3	5	CA1-3	HTH
DGR-CA4Rpy	179	1	3.35795836131632e-05	Hippocampus	Hippocampus	Hippocampal CA1-3	5	CA1-3	HC
CA1C-CA3C	180	11064	0.299951200997668	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
CA4C-DGC	180	2413	0.0428087356077137	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
CA1R-CA2R-CA3R	180	282	0.00981757415401755	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
CA3R	180	6	0.00074285006809459	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
CA1U-CA2U-CA3U	180	74	0.00195194007016433	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
A29-A30	180	50	0.00146722225482716	CerebralCortex	Limbic_cortex	Hippocampal CA1-3	6	CA1-3	LimCx
DGU-CA4Upy	180	78	0.00220650636492221	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
CA2U-CA3U	180	6	0.000481502287135864	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
CA1-2R	180	3	0.000266311584553928	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
Sub	180	17	0.00040896843725943	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
CA1	180	12	0.000306536899379263	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
DGR-CA4Rpy	180	2	6.71591672263264e-05	Hippocampus	Hippocampus	Hippocampal CA1-3	6	CA1-3	HC
CA1U-CA2U-CA3U	181	1011	0.0266677217694073	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
CA1C-CA3C	181	1832	0.0496665401507347	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
CA1R-CA2R-CA3R	181	1667	0.0580350926054867	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
DGU-CA4Upy	181	618	0.0174823196605375	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
CA2U-CA3U	181	969	0.077762619372442	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
CA1	181	215	0.00549211944721179	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
CA4C-DGC	181	159	0.00282079940390654	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
CA1-2R	181	14	0.001242787394585	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
Sub	181	2	4.81139337952271e-05	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
DGR-CA4	181	3	0.000288156757275958	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
CA3R	181	11	0.00136189179150675	Hippocampus	Hippocampus	Hippocampal CA1-3	7	CA1-3	HC
CA1C-CA3C	182	2901	0.0786477254242802	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
CA1U-CA2U-CA3U	182	476	0.0125557226134895	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
CA2U-CA3U	182	956	0.076719364416981	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
CA1R-CA2R-CA3R	182	2083	0.0725177551872998	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
DGU-CA4Upy	182	475	0.0134370579915134	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
CA4C-DGC	182	347	0.00615608423368283	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
CA1-2R	182	38	0.00337328007101642	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
DGR-CA4Rpy	182	3	0.00010073875083949	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
CA3R	182	9	0.00111427510214188	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
CA1	182	34	0.000868521214907911	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
Sub	182	16	0.000384911470361817	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
DGR-CA4	182	3	0.000288156757275958	Hippocampus	Hippocampus	Hippocampal CA1-3	8	CA1-3	HC
CA1U-CA2U-CA3U	183	1201	0.0316794597873968	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
CA2U-CA3U	183	2162	0.17350132413129	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
CA1R-CA2R-CA3R	183	1798	0.0625957387550481	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
CA1-2R	183	372	0.0330226364846871	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
DGU-CA4Upy	183	141	0.00398868458274399	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
Sub	183	12	0.000288683602771363	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
CA1	183	1574	0.0402074233019133	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
CA1C-CA3C	183	531	0.0143957056877948	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
CA3R	183	5	0.000619041723412158	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
CA4C-DGC	183	44	0.000780598577181684	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
STH	183	1	4.95982541414542e-05	Thalamus	Thalamus	Hippocampal CA1-3	9	CA1-3	Thal
DGR-CA4	183	7	0.000672365766977236	Hippocampus	Hippocampus	Hippocampal CA1-3	9	CA1-3	HC
BL	183	3	8.50219640073686e-05	Amygdala	Amygdala	Hippocampal CA1-3	9	CA1-3	Amyg
MTG	183	1	9.3195776367415e-06	CerebralCortex	Temporal_cortex	Hippocampal CA1-3	9	CA1-3	TempCx
HTHma-HTHtub	183	1	5.33959846219564e-05	Hypothalamus	Hypothalamus	Hippocampal CA1-3	9	CA1-3	HTH
CA1U-CA2U-CA3U	184	3501	0.0923478673735855	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
CA1	184	967	0.0247017651416456	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
CA4C-DGC	184	199	0.00353043447407171	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
CA2U-CA3U	184	539	0.0432549554610384	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
CA1C-CA3C	184	725	0.0196551537168573	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
DGU-CA4Upy	184	882	0.024950495049505	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
CA1-2R	184	256	0.0227252552152685	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
CA3R	184	203	0.0251330939705336	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
CA1R-CA2R-CA3R	184	481	0.0167455786102214	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
CMN	184	1	2.60885445201012e-05	Amygdala	Amygdala	Hippocampal CA1-3	10	CA1-3	Amyg
Sub	184	6	0.000144341801385681	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
DGR-CA4Rpy	184	15	0.000503693754197448	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
BL	184	1	2.83406546691229e-05	Amygdala	Amygdala	Hippocampal CA1-3	10	CA1-3	Amyg
DGR-CA4	184	2	0.000192104504850639	Hippocampus	Hippocampus	Hippocampal CA1-3	10	CA1-3	HC
Sub	185	218	0.00524441878367975	Hippocampus	Hippocampus	Hippocampal CA1-3	11	CA1-3	HC
CA1C-CA3C	185	241	0.00653364420105189	Hippocampus	Hippocampus	Hippocampal CA1-3	11	CA1-3	HC
CA1-2R	185	73	0.00648024855747892	Hippocampus	Hippocampus	Hippocampal CA1-3	11	CA1-3	HC
CA1R-CA2R-CA3R	185	11	0.000382955020192174	Hippocampus	Hippocampus	Hippocampal CA1-3	11	CA1-3	HC
CA1U-CA2U-CA3U	185	8	0.000211020548125874	Hippocampus	Hippocampus	Hippocampal CA1-3	11	CA1-3	HC
CA4C-DGC	185	1	1.77408767541292e-05	Hippocampus	Hippocampus	Hippocampal CA1-3	11	CA1-3	HC
CA1	185	8	0.000204357932919509	Hippocampus	Hippocampus	Hippocampal CA1-3	11	CA1-3	HC
DGR-CA4Rpy	185	1	3.35795836131632e-05	Hippocampus	Hippocampus	Hippocampal CA1-3	11	CA1-3	HC
CA1U-CA2U-CA3U	186	980	0.0258500171454195	Hippocampus	Hippocampus	Hippocampal CA1-3	12	CA1-3	HC
CA1-2R	186	1182	0.104926764314248	Hippocampus	Hippocampus	Hippocampal CA1-3	12	CA1-3	HC
CA1R-CA2R-CA3R	186	1218	0.0424035649630971	Hippocampus	Hippocampus	Hippocampal CA1-3	12	CA1-3	HC
Sub	186	117	0.00281466512702079	Hippocampus	Hippocampus	Hippocampal CA1-3	12	CA1-3	HC
CA1C-CA3C	186	480	0.0130130672884021	Hippocampus	Hippocampus	Hippocampal CA1-3	12	CA1-3	HC
CA1	186	853	0.0217896645975426	Hippocampus	Hippocampus	Hippocampal CA1-3	12	CA1-3	HC
DGR-CA4Rpy	186	24	0.000805910006715917	Hippocampus	Hippocampus	Hippocampal CA1-3	12	CA1-3	HC
CA2U-CA3U	186	1066	0.0855469063478052	Hippocampus	Hippocampus	Hippocampal CA1-3	12	CA1-3	HC
CMN	186	8	0.00020870835616081	Amygdala	Amygdala	Hippocampal CA1-3	12	CA1-3	Amyg
LG	186	1	2.04683150483052e-05	Thalamus	Thalamus	Hippocampal CA1-3	12	CA1-3	Thal
M1C	186	68	0.000583310458413396	CerebralCortex	Frontal_cortex	Hippocampal CA1-3	12	CA1-3	FrCx
DGU-CA4Upy	186	2	5.65770862800566e-05	Hippocampus	Hippocampus	Hippocampal CA1-3	12	CA1-3	HC
BL	186	1	2.83406546691229e-05	Amygdala	Amygdala	Hippocampal CA1-3	12	CA1-3	Amyg
CA2U-CA3U	187	769	0.0617125431345799	Hippocampus	Hippocampus	Hippocampal CA1-3	13	CA1-3	HC
CA1C-CA3C	187	224	0.00607276473458765	Hippocampus	Hippocampus	Hippocampal CA1-3	13	CA1-3	HC
CA1U-CA2U-CA3U	187	1019	0.0268787423175332	Hippocampus	Hippocampus	Hippocampal CA1-3	13	CA1-3	HC
Sub	187	116	0.00279060816012317	Hippocampus	Hippocampus	Hippocampal CA1-3	13	CA1-3	HC
CA1	187	2041	0.0521368176360896	Hippocampus	Hippocampus	Hippocampal CA1-3	13	CA1-3	HC
M1C	187	64	0.000548998078506725	CerebralCortex	Frontal_cortex	Hippocampal CA1-3	13	CA1-3	FrCx
CA1R-CA2R-CA3R	187	580	0.020192173791951	Hippocampus	Hippocampus	Hippocampal CA1-3	13	CA1-3	HC
CA1-2R	187	591	0.0524633821571238	Hippocampus	Hippocampus	Hippocampal CA1-3	13	CA1-3	HC
BM	187	1	3.21646831778707e-05	Amygdala	Amygdala	Hippocampal CA1-3	13	CA1-3	Amyg
CMN	187	364	0.00949623020531685	Amygdala	Amygdala	Hippocampal CA1-3	13	CA1-3	Amyg
CA4C-DGC	187	1	1.77408767541292e-05	Hippocampus	Hippocampus	Hippocampal CA1-3	13	CA1-3	HC
HTHma-HTHtub	187	7	0.000373771892353695	Hypothalamus	Hypothalamus	Hippocampal CA1-3	13	CA1-3	HTH
DGR-CA4Rpy	187	7	0.000235057085292142	Hippocampus	Hippocampus	Hippocampal CA1-3	13	CA1-3	HC
DGU-CA4Upy	187	6	0.00016973125884017	Hippocampus	Hippocampus	Hippocampal CA1-3	13	CA1-3	HC
La	187	1	3.45017940932929e-05	Amygdala	Amygdala	Hippocampal CA1-3	13	CA1-3	Amyg
BL	187	5	0.000141703273345614	Amygdala	Amygdala	Hippocampal CA1-3	13	CA1-3	Amyg
MEC	187	1	1.98562408164886e-05	CerebralCortex	Temporal_cortex	Hippocampal CA1-3	13	CA1-3	TempCx
Sub	188	454	0.0109218629715166	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
CA1U-CA2U-CA3U	188	458	0.0120809263802063	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
A29-A30	188	1	2.93444450965432e-05	CerebralCortex	Limbic_cortex	Hippocampal CA1-3	14	CA1-3	LimCx
CA4C-DGC	188	8	0.000141927014033034	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
CA1-2R	188	3	0.000266311584553928	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
CA1	188	431	0.0110097836360385	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
DGU-CA4Upy	188	11	0.000311173974540311	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
A14	188	1	6.96767001114827e-05	CerebralCortex	Frontal_cortex	Hippocampal CA1-3	14	CA1-3	FrCx
CA1C-CA3C	188	28	0.000759095591823456	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
CMN	188	3	7.82656335603037e-05	Amygdala	Amygdala	Hippocampal CA1-3	14	CA1-3	Amyg
CA2U-CA3U	188	11	0.000882754193082417	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
CA3R	188	4	0.000495233378729726	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
CA1R-CA2R-CA3R	188	23	0.000800724133129091	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
M1C	188	11	9.43590447433434e-05	CerebralCortex	Frontal_cortex	Hippocampal CA1-3	14	CA1-3	FrCx
BNST	188	1	2.86262273494976e-05	Amygdala	Amygdala	Hippocampal CA1-3	14	CA1-3	Amyg
DGR-CA4Rpy	188	4	0.000134318334452653	Hippocampus	Hippocampus	Hippocampal CA1-3	14	CA1-3	HC
TH-TL	188	1	2.45839172013669e-05	CerebralCortex	Limbic_cortex	Hippocampal CA1-3	14	CA1-3	LimCx
MG	188	1	7.02938282018839e-05	Thalamus	Thalamus	Hippocampal CA1-3	14	CA1-3	Thal
BL	188	1	2.83406546691229e-05	Amygdala	Amygdala	Hippocampal CA1-3	14	CA1-3	Amyg
A25	188	1	2.64781422935367e-05	CerebralCortex	Frontal_cortex	Hippocampal CA1-3	14	CA1-3	FrCx
MEC	188	1	1.98562408164886e-05	CerebralCortex	Temporal_cortex	Hippocampal CA1-3	14	CA1-3	TempCx
A46	188	1	3.21905681635281e-05	CerebralCortex	Frontal_cortex	Hippocampal CA1-3	14	CA1-3	FrCx
