roi	Clusters	n_cells_cluster	pct_cluster_per_roi	ROIGroupFine	regions	Supercluster	Cluster_ID2	Supercluster2	regions2
V2	151	1	3.06391322997733e-05	CerebralCortex	Occipital_cortex	Deep-layer intratelencephalic	15	DL-IT	OccCx
Cla	152	4274	0.106411054400598	BasalForebrain	Basal_Forebrain	Deep-layer intratelencephalic	16	DL-IT	BasFB
CEN	152	1067	0.024988875617696	Amygdala	Amygdala	Deep-layer intratelencephalic	16	DL-IT	Amyg
Pu	152	337	0.00979195722919572	BasalForebrain	Basal_Forebrain	Deep-layer intratelencephalic	16	DL-IT	BasFB
A13	152	18	0.000515478679229073	CerebralCortex	Frontal_cortex	Deep-layer intratelencephalic	16	DL-IT	FrCx
Pir	152	55	0.00148886061557619	CerebralCortex	Paleo_cortex	Deep-layer intratelencephalic	16	DL-IT	PalCx
La	152	126	0.0043472260557549	Amygdala	Amygdala	Deep-layer intratelencephalic	16	DL-IT	Amyg
FI	152	73	0.00208875790437495	CerebralCortex	Frontal_cortex	Deep-layer intratelencephalic	16	DL-IT	FrCx
BM	152	1	3.21646831778707e-05	Amygdala	Amygdala	Deep-layer intratelencephalic	16	DL-IT	Amyg
A38	152	8	0.000212528558525052	CerebralCortex	Temporal_cortex	Deep-layer intratelencephalic	16	DL-IT	TempCx
M1C	152	60	0.000514685698600055	CerebralCortex	Frontal_cortex	Deep-layer intratelencephalic	16	DL-IT	FrCx
A43	152	3	7.00378204230284e-05	CerebralCortex	Parietal_cortex	Deep-layer intratelencephalic	16	DL-IT	ParCx
Idg	152	7	0.000176340185409109	CerebralCortex	Temporal_cortex	Deep-layer intratelencephalic	16	DL-IT	TempCx
Ig	152	2	5.13650255541002e-05	CerebralCortex	Temporal_cortex	Deep-layer intratelencephalic	16	DL-IT	TempCx
CMN	152	11	0.000286973989721113	Amygdala	Amygdala	Deep-layer intratelencephalic	16	DL-IT	Amyg
SN	152	1	1.68053104781111e-05	Midbrain	Midbrain	Deep-layer intratelencephalic	16	DL-IT	MidB
MTG	152	1	9.3195776367415e-06	CerebralCortex	Temporal_cortex	Deep-layer intratelencephalic	16	DL-IT	TempCx
A35-A36	152	4	0.000168548794876117	CerebralCortex	Temporal_cortex	Deep-layer intratelencephalic	16	DL-IT	TempCx
BL	153	1731	0.0490576732322517	Amygdala	Amygdala	Amygdala excitatory	1	AmygExc	Amyg
CEN	153	76	0.00177990116864564	Amygdala	Amygdala	Amygdala excitatory	1	AmygExc	Amyg
CA1U-CA2U-CA3U	153	117	0.0030861755163409	Hippocampus	Hippocampus	Amygdala excitatory	1	AmygExc	HC
A35-A36	153	26	0.00109556716669476	CerebralCortex	Temporal_cortex	Amygdala excitatory	1	AmygExc	TempCx
La	153	217	0.00748688931824455	Amygdala	Amygdala	Amygdala excitatory	1	AmygExc	Amyg
BM	153	55	0.00176905757478289	Amygdala	Amygdala	Amygdala excitatory	1	AmygExc	Amyg
Pir	153	3	8.12105790314285e-05	CerebralCortex	Paleo_cortex	Amygdala excitatory	1	AmygExc	PalCx
CMN	153	2	5.21770890402025e-05	Amygdala	Amygdala	Amygdala excitatory	1	AmygExc	Amyg
La	154	1633	0.0563414297543472	Amygdala	Amygdala	Amygdala excitatory	2	AmygExc	Amyg
BL	154	4414	0.125095649709508	Amygdala	Amygdala	Amygdala excitatory	2	AmygExc	Amyg
BM	154	651	0.0209392087487938	Amygdala	Amygdala	Amygdala excitatory	2	AmygExc	Amyg
A35-A36	154	535	0.0225434013146806	CerebralCortex	Temporal_cortex	Amygdala excitatory	2	AmygExc	TempCx
CMN	154	234	0.00610471941770369	Amygdala	Amygdala	Amygdala excitatory	2	AmygExc	Amyg
CA1	154	274	0.00699925920249317	Hippocampus	Hippocampus	Amygdala excitatory	2	AmygExc	HC
CA1U-CA2U-CA3U	154	179	0.00472158476431643	Hippocampus	Hippocampus	Amygdala excitatory	2	AmygExc	HC
CEN	154	45	0.00105388884985597	Amygdala	Amygdala	Amygdala excitatory	2	AmygExc	Amyg
Sub	154	1	2.40569668976135e-05	Hippocampus	Hippocampus	Amygdala excitatory	2	AmygExc	HC
Pir	154	1	2.70701930104762e-05	CerebralCortex	Paleo_cortex	Amygdala excitatory	2	AmygExc	PalCx
M1C	154	3	2.57342849300027e-05	CerebralCortex	Frontal_cortex	Amygdala excitatory	2	AmygExc	FrCx
La	155	9025	0.311378691691968	Amygdala	Amygdala	Amygdala excitatory	3	AmygExc	Amyg
BL	155	2016	0.0571347598129517	Amygdala	Amygdala	Amygdala excitatory	3	AmygExc	Amyg
CEN	155	610	0.0142860488536031	Amygdala	Amygdala	Amygdala excitatory	3	AmygExc	Amyg
CA1U-CA2U-CA3U	155	19	0.00050117380179895	Hippocampus	Hippocampus	Amygdala excitatory	3	AmygExc	HC
M1C	155	5	4.28904748833379e-05	CerebralCortex	Frontal_cortex	Amygdala excitatory	3	AmygExc	FrCx
A35-A36	155	18	0.000758469576942525	CerebralCortex	Temporal_cortex	Amygdala excitatory	3	AmygExc	TempCx
BM	155	8	0.000257317465422966	Amygdala	Amygdala	Amygdala excitatory	3	AmygExc	Amyg
CMN	155	14	0.000365239623281417	Amygdala	Amygdala	Amygdala excitatory	3	AmygExc	Amyg
Pir	155	1	2.70701930104762e-05	CerebralCortex	Paleo_cortex	Amygdala excitatory	3	AmygExc	PalCx
BM	156	826	0.0265680283049212	Amygdala	Amygdala	Amygdala excitatory	4	AmygExc	Amyg
CA1U-CA2U-CA3U	156	894	0.0235815462530664	Hippocampus	Hippocampus	Amygdala excitatory	4	AmygExc	HC
BL	156	1340	0.0379764772566246	Amygdala	Amygdala	Amygdala excitatory	4	AmygExc	Amyg
CMN	156	2064	0.0538467558894889	Amygdala	Amygdala	Amygdala excitatory	4	AmygExc	Amyg
Sub	156	137	0.00329580446497306	Hippocampus	Hippocampus	Amygdala excitatory	4	AmygExc	HC
CoA	156	12	0.00111337910558545	Amygdala	Amygdala	Amygdala excitatory	4	AmygExc	Amyg
La	156	9	0.000310516146839636	Amygdala	Amygdala	Amygdala excitatory	4	AmygExc	Amyg
Pir	156	72	0.00194905389675428	CerebralCortex	Paleo_cortex	Amygdala excitatory	4	AmygExc	PalCx
A35-A36	156	45	0.00189617394235631	CerebralCortex	Temporal_cortex	Amygdala excitatory	4	AmygExc	TempCx
LEC	156	2	6.10780271797221e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	4	AmygExc	TempCx
CEN	156	10	0.000234197522190215	Amygdala	Amygdala	Amygdala excitatory	4	AmygExc	Amyg
TH-TL	156	1	2.45839172013669e-05	CerebralCortex	Limbic_cortex	Amygdala excitatory	4	AmygExc	LimCx
CA1	156	10	0.000255447416149386	Hippocampus	Hippocampus	Amygdala excitatory	4	AmygExc	HC
HTHma-HTHtub	156	1	5.33959846219564e-05	Hypothalamus	Hypothalamus	Amygdala excitatory	4	AmygExc	HTH
M1C	156	4	3.43123799066703e-05	CerebralCortex	Frontal_cortex	Amygdala excitatory	4	AmygExc	FrCx
Idg	156	1	2.51914550584442e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	4	AmygExc	TempCx
SN	156	1	1.68053104781111e-05	Midbrain	Midbrain	Amygdala excitatory	4	AmygExc	MidB
AON	156	1	3.2020493115594e-05	CerebralCortex	Paleo_cortex	Amygdala excitatory	4	AmygExc	PalCx
MEC	156	1	1.98562408164886e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	4	AmygExc	TempCx
BNST	156	1	2.86262273494976e-05	Amygdala	Amygdala	Amygdala excitatory	4	AmygExc	Amyg
SEP	156	1	2.4500796275879e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	4	AmygExc	BasFB
A35-A36	157	1345	0.0566745322770942	CerebralCortex	Temporal_cortex	Amygdala excitatory	5	AmygExc	TempCx
CMN	157	1260	0.0328715660953275	Amygdala	Amygdala	Amygdala excitatory	5	AmygExc	Amyg
La	157	188	0.00648633728953906	Amygdala	Amygdala	Amygdala excitatory	5	AmygExc	Amyg
BL	157	4647	0.131699022247414	Amygdala	Amygdala	Amygdala excitatory	5	AmygExc	Amyg
BM	157	3471	0.111643615310389	Amygdala	Amygdala	Amygdala excitatory	5	AmygExc	Amyg
Pir	157	2111	0.0571451774451152	CerebralCortex	Paleo_cortex	Amygdala excitatory	5	AmygExc	PalCx
LEC	157	770	0.023515040464193	CerebralCortex	Temporal_cortex	Amygdala excitatory	5	AmygExc	TempCx
CEN	157	73	0.00170964191198857	Amygdala	Amygdala	Amygdala excitatory	5	AmygExc	Amyg
Sub	157	340	0.00817936874518861	Hippocampus	Hippocampus	Amygdala excitatory	5	AmygExc	HC
CoA	157	134	0.0124327333457042	Amygdala	Amygdala	Amygdala excitatory	5	AmygExc	Amyg
AON	157	1	3.2020493115594e-05	CerebralCortex	Paleo_cortex	Amygdala excitatory	5	AmygExc	PalCx
CA1U-CA2U-CA3U	157	478	0.012608477750521	Hippocampus	Hippocampus	Amygdala excitatory	5	AmygExc	HC
M1C	157	11	9.43590447433434e-05	CerebralCortex	Frontal_cortex	Amygdala excitatory	5	AmygExc	FrCx
MEC	157	14	0.000277987371430841	CerebralCortex	Temporal_cortex	Amygdala excitatory	5	AmygExc	TempCx
MTG	157	1	9.3195776367415e-06	CerebralCortex	Temporal_cortex	Amygdala excitatory	5	AmygExc	TempCx
Idg	157	2	5.03829101168884e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	5	AmygExc	TempCx
MG	157	2	0.000140587656403768	Thalamus	Thalamus	Amygdala excitatory	5	AmygExc	Thal
A38	157	1	2.65660698156315e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	5	AmygExc	TempCx
MN	157	1	3.55176700408453e-05	Hypothalamus	Hypothalamus	Amygdala excitatory	5	AmygExc	HTH
SI	157	1	2.61745844784714e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	5	AmygExc	BasFB
HTHma-HTHtub	157	1	5.33959846219564e-05	Hypothalamus	Hypothalamus	Amygdala excitatory	5	AmygExc	HTH
Cla	157	1	2.48972986430972e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	5	AmygExc	BasFB
PTR	157	1	3.86473429951691e-05	Midbrain	Midbrain	Amygdala excitatory	5	AmygExc	MidB
MEC	158	53	0.0010523807632739	CerebralCortex	Temporal_cortex	Amygdala excitatory	6	AmygExc	TempCx
Pir	158	626	0.0169459408245581	CerebralCortex	Paleo_cortex	Amygdala excitatory	6	AmygExc	PalCx
BM	158	1027	0.0330331296236732	Amygdala	Amygdala	Amygdala excitatory	6	AmygExc	Amyg
CMN	158	2479	0.0646735018653309	Amygdala	Amygdala	Amygdala excitatory	6	AmygExc	Amyg
LEC	158	319	0.00974194533516567	CerebralCortex	Temporal_cortex	Amygdala excitatory	6	AmygExc	TempCx
Sub	158	202	0.00485950731331794	Hippocampus	Hippocampus	Amygdala excitatory	6	AmygExc	HC
CoA	158	807	0.0748747448506216	Amygdala	Amygdala	Amygdala excitatory	6	AmygExc	Amyg
CA1U-CA2U-CA3U	158	182	0.00480071746986363	Hippocampus	Hippocampus	Amygdala excitatory	6	AmygExc	HC
A35-A36	158	657	0.0276841395584022	CerebralCortex	Temporal_cortex	Amygdala excitatory	6	AmygExc	TempCx
BL	158	45	0.00127532946011053	Amygdala	Amygdala	Amygdala excitatory	6	AmygExc	Amyg
HTHma-HTHtub	158	3	0.000160187953865869	Hypothalamus	Hypothalamus	Amygdala excitatory	6	AmygExc	HTH
SEP	158	1	2.4500796275879e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	6	AmygExc	BasFB
CEN	158	5	0.000117098761095108	Amygdala	Amygdala	Amygdala excitatory	6	AmygExc	Amyg
SN	158	2	3.36106209562222e-05	Midbrain	Midbrain	Amygdala excitatory	6	AmygExc	MidB
MN	158	1	3.55176700408453e-05	Hypothalamus	Hypothalamus	Amygdala excitatory	6	AmygExc	HTH
CEN	159	372	0.00871214782547601	Amygdala	Amygdala	Amygdala excitatory	7	AmygExc	Amyg
CMN	159	691	0.0180271842633899	Amygdala	Amygdala	Amygdala excitatory	7	AmygExc	Amyg
BM	159	574	0.0184625281440978	Amygdala	Amygdala	Amygdala excitatory	7	AmygExc	Amyg
CoA	159	75	0.00695861940990907	Amygdala	Amygdala	Amygdala excitatory	7	AmygExc	Amyg
A35-A36	159	275	0.011587729647733	CerebralCortex	Temporal_cortex	Amygdala excitatory	7	AmygExc	TempCx
BL	159	23	0.000651835057389826	Amygdala	Amygdala	Amygdala excitatory	7	AmygExc	Amyg
CA1U-CA2U-CA3U	159	21	0.000553928938830419	Hippocampus	Hippocampus	Amygdala excitatory	7	AmygExc	HC
Pir	159	100	0.00270701930104762	CerebralCortex	Paleo_cortex	Amygdala excitatory	7	AmygExc	PalCx
MEC	159	2	3.97124816329772e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	7	AmygExc	TempCx
ANC	159	5	0.000159708691346983	Thalamus	Thalamus	Amygdala excitatory	7	AmygExc	Thal
CA1	159	7	0.00017881319130457	Hippocampus	Hippocampus	Amygdala excitatory	7	AmygExc	HC
M1C	159	1	8.57809497666758e-06	CerebralCortex	Frontal_cortex	Amygdala excitatory	7	AmygExc	FrCx
BNST	159	1	2.86262273494976e-05	Amygdala	Amygdala	Amygdala excitatory	7	AmygExc	Amyg
SI	159	1	2.61745844784714e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	7	AmygExc	BasFB
BL	160	3581	0.101487884370129	Amygdala	Amygdala	Amygdala excitatory	8	AmygExc	Amyg
BM	160	1573	0.0505950466387906	Amygdala	Amygdala	Amygdala excitatory	8	AmygExc	Amyg
La	160	93	0.00320866685067624	Amygdala	Amygdala	Amygdala excitatory	8	AmygExc	Amyg
A35-A36	160	646	0.0272206303724928	CerebralCortex	Temporal_cortex	Amygdala excitatory	8	AmygExc	TempCx
CEN	160	330	0.0077285182322771	Amygdala	Amygdala	Amygdala excitatory	8	AmygExc	Amyg
CMN	160	963	0.0251232683728575	Amygdala	Amygdala	Amygdala excitatory	8	AmygExc	Amyg
CA1	160	48	0.00122614759751705	Hippocampus	Hippocampus	Amygdala excitatory	8	AmygExc	HC
CA1U-CA2U-CA3U	160	5	0.000131887842578671	Hippocampus	Hippocampus	Amygdala excitatory	8	AmygExc	HC
M1C	160	1	8.57809497666758e-06	CerebralCortex	Frontal_cortex	Amygdala excitatory	8	AmygExc	FrCx
Sub	160	3	7.21709006928406e-05	Hippocampus	Hippocampus	Amygdala excitatory	8	AmygExc	HC
Idg	160	1	2.51914550584442e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	8	AmygExc	TempCx
CMN	161	4292	0.111972033080274	Amygdala	Amygdala	Amygdala excitatory	9	AmygExc	Amyg
A35-A36	161	772	0.0325299174110905	CerebralCortex	Temporal_cortex	Amygdala excitatory	9	AmygExc	TempCx
Pir	161	1575	0.0426355539915	CerebralCortex	Paleo_cortex	Amygdala excitatory	9	AmygExc	PalCx
BM	161	205	0.00659376005146349	Amygdala	Amygdala	Amygdala excitatory	9	AmygExc	Amyg
CEN	161	80	0.00187358017752172	Amygdala	Amygdala	Amygdala excitatory	9	AmygExc	Amyg
BL	161	67	0.00189882386283123	Amygdala	Amygdala	Amygdala excitatory	9	AmygExc	Amyg
CoA	161	267	0.0247726850992763	Amygdala	Amygdala	Amygdala excitatory	9	AmygExc	Amyg
SN	161	9	0.000151247794303	Midbrain	Midbrain	Amygdala excitatory	9	AmygExc	MidB
SI	161	6	0.000157047506870828	BasalForebrain	Basal_Forebrain	Amygdala excitatory	9	AmygExc	BasFB
HTHma-HTHtub	161	2	0.000106791969243913	Hypothalamus	Hypothalamus	Amygdala excitatory	9	AmygExc	HTH
La	161	12	0.000414021529119514	Amygdala	Amygdala	Amygdala excitatory	9	AmygExc	Amyg
CA1U-CA2U-CA3U	161	94	0.00247949144047902	Hippocampus	Hippocampus	Amygdala excitatory	9	AmygExc	HC
SEP	161	3	7.35023888276369e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	9	AmygExc	BasFB
LEC	161	1	3.0539013589861e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	9	AmygExc	TempCx
Cla	161	1	2.48972986430972e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	9	AmygExc	BasFB
ANC	161	44	0.00140543648385345	Thalamus	Thalamus	Amygdala excitatory	9	AmygExc	Thal
HTHpo-HTHso	161	10	0.000499325910021471	Hypothalamus	Hypothalamus	Amygdala excitatory	9	AmygExc	HTH
GPe	161	1	1.96734212079481e-05	BasalForebrain	Basal_Forebrain	Amygdala excitatory	9	AmygExc	BasFB
BM	162	206	0.00662592473464136	Amygdala	Amygdala	Amygdala excitatory	10	AmygExc	Amyg
CMN	162	218	0.00568730270538207	Amygdala	Amygdala	Amygdala excitatory	10	AmygExc	Amyg
CA1U-CA2U-CA3U	162	47	0.00123974572023951	Hippocampus	Hippocampus	Amygdala excitatory	10	AmygExc	HC
CoA	162	4	0.000371126368528484	Amygdala	Amygdala	Amygdala excitatory	10	AmygExc	Amyg
BL	162	236	0.00668839450191299	Amygdala	Amygdala	Amygdala excitatory	10	AmygExc	Amyg
Sub	162	24	0.000577367205542725	Hippocampus	Hippocampus	Amygdala excitatory	10	AmygExc	HC
A35-A36	162	24	0.0010112927692567	CerebralCortex	Temporal_cortex	Amygdala excitatory	10	AmygExc	TempCx
La	162	19	0.000655534087772564	Amygdala	Amygdala	Amygdala excitatory	10	AmygExc	Amyg
Pir	162	22	0.000595544246230476	CerebralCortex	Paleo_cortex	Amygdala excitatory	10	AmygExc	PalCx
CA1	162	1	2.55447416149386e-05	Hippocampus	Hippocampus	Amygdala excitatory	10	AmygExc	HC
CEN	162	2	4.68395044380431e-05	Amygdala	Amygdala	Amygdala excitatory	10	AmygExc	Amyg
MEC	162	2	3.97124816329772e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	10	AmygExc	TempCx
LEC	162	2	6.10780271797221e-05	CerebralCortex	Temporal_cortex	Amygdala excitatory	10	AmygExc	TempCx
CMN	163	454	0.011844199212126	Amygdala	Amygdala	Hippocampal CA1-3	3	CA1-3	Amyg
CA1U-CA2U-CA3U	163	24	0.000633061644377621	Hippocampus	Hippocampus	Hippocampal CA1-3	3	CA1-3	HC
HTHma-HTHtub	163	2	0.000106791969243913	Hypothalamus	Hypothalamus	Hippocampal CA1-3	3	CA1-3	HTH
CA1	163	2	5.10894832298771e-05	Hippocampus	Hippocampus	Hippocampal CA1-3	3	CA1-3	HC
CA1C-CA3C	163	2	5.42211137016754e-05	Hippocampus	Hippocampus	Hippocampal CA1-3	3	CA1-3	HC
BM	163	6	0.000192988099067224	Amygdala	Amygdala	Hippocampal CA1-3	3	CA1-3	Amyg
Pir	163	1	2.70701930104762e-05	CerebralCortex	Paleo_cortex	Hippocampal CA1-3	3	CA1-3	PalCx
Sub	163	1	2.40569668976135e-05	Hippocampus	Hippocampus	Hippocampal CA1-3	3	CA1-3	HC
BM	164	81	0.00260533933740753	Amygdala	Amygdala	Miscellaneous	11	Misc	Amyg
CMN	164	26	0.000678302157522632	Amygdala	Amygdala	Miscellaneous	11	Misc	Amyg
LEC	164	279	0.00852038479157123	CerebralCortex	Temporal_cortex	Miscellaneous	11	Misc	TempCx
Pir	164	157	0.00425002030264476	CerebralCortex	Paleo_cortex	Miscellaneous	11	Misc	PalCx
MEC	164	4	7.94249632659545e-05	CerebralCortex	Temporal_cortex	Miscellaneous	11	Misc	TempCx
Sub	164	99	0.00238163972286374	Hippocampus	Hippocampus	Miscellaneous	11	Misc	HC
CoA	164	12	0.00111337910558545	Amygdala	Amygdala	Miscellaneous	11	Misc	Amyg
La	164	1	3.45017940932929e-05	Amygdala	Amygdala	Miscellaneous	11	Misc	Amyg
MEC	165	1486	0.0295063738533021	CerebralCortex	Temporal_cortex	Miscellaneous	12	Misc	TempCx
LEC	165	376	0.0114826691097878	CerebralCortex	Temporal_cortex	Miscellaneous	12	Misc	TempCx
Sub	165	104	0.00250192455735181	Hippocampus	Hippocampus	Miscellaneous	12	Misc	HC
TH-TL	165	32	0.00078668535044374	CerebralCortex	Limbic_cortex	Miscellaneous	12	Misc	LimCx
BM	165	50	0.00160823415889354	Amygdala	Amygdala	Miscellaneous	12	Misc	Amyg
CMN	165	8	0.00020870835616081	Amygdala	Amygdala	Miscellaneous	12	Misc	Amyg
Pir	165	7	0.000189491351073333	CerebralCortex	Paleo_cortex	Miscellaneous	12	Misc	PalCx
HTHtub	165	1	7.59128520458514e-05	Hypothalamus	Hypothalamus	Miscellaneous	12	Misc	HTH
MEC	166	673	0.0133632500694968	CerebralCortex	Temporal_cortex	Miscellaneous	13	Misc	TempCx
Sub	166	141	0.00339203233256351	Hippocampus	Hippocampus	Miscellaneous	13	Misc	HC
BM	166	11	0.000353811514956578	Amygdala	Amygdala	Miscellaneous	13	Misc	Amyg
LEC	166	74	0.00225988700564972	CerebralCortex	Temporal_cortex	Miscellaneous	13	Misc	TempCx
CMN	166	18	0.000469593801361822	Amygdala	Amygdala	Miscellaneous	13	Misc	Amyg
TH-TL	166	1	2.45839172013669e-05	CerebralCortex	Limbic_cortex	Miscellaneous	13	Misc	LimCx
HTHtub	166	13	0.000986867076596068	Hypothalamus	Hypothalamus	Miscellaneous	13	Misc	HTH
CA1U-CA2U-CA3U	166	1	2.63775685157342e-05	Hippocampus	Hippocampus	Miscellaneous	13	Misc	HC
CA1	166	10	0.000255447416149386	Hippocampus	Hippocampus	Miscellaneous	13	Misc	HC
Pir	166	2	5.41403860209523e-05	CerebralCortex	Paleo_cortex	Miscellaneous	13	Misc	PalCx
CA1-2R	167	313	0.0277851753217932	Hippocampus	Hippocampus	Miscellaneous	14	Misc	HC
DGR-CA4Rpy	167	76	0.0025520483546004	Hippocampus	Hippocampus	Miscellaneous	14	Misc	HC
Sub	167	579	0.0139289838337182	Hippocampus	Hippocampus	Miscellaneous	14	Misc	HC
CA1U-CA2U-CA3U	167	502	0.0132415393948986	Hippocampus	Hippocampus	Miscellaneous	14	Misc	HC
CA1	167	35	0.00089406595652285	Hippocampus	Hippocampus	Miscellaneous	14	Misc	HC
CA1C-CA3C	167	7	0.000189773897955864	Hippocampus	Hippocampus	Miscellaneous	14	Misc	HC
TH-TL	167	232	0.00570346879071711	CerebralCortex	Limbic_cortex	Miscellaneous	14	Misc	LimCx
SC	167	160	0.00534991807937941	Midbrain	Midbrain	Miscellaneous	14	Misc	MidB
SN	167	1	1.68053104781111e-05	Midbrain	Midbrain	Miscellaneous	14	Misc	MidB
MEC	167	48	0.000953099559191454	CerebralCortex	Temporal_cortex	Miscellaneous	14	Misc	TempCx
CA1R-CA2R-CA3R	167	3	0.000104442278234229	Hippocampus	Hippocampus	Miscellaneous	14	Misc	HC
MG	167	7	0.000492056797413187	Thalamus	Thalamus	Miscellaneous	14	Misc	Thal
PAG-DR	167	1	7.09521782318717e-05	Midbrain	Midbrain	Miscellaneous	14	Misc	MidB
Pro	167	1	3.56493529642437e-05	CerebralCortex	Occipital_cortex	Miscellaneous	14	Misc	OccCx
A43	167	1	2.33459401410095e-05	CerebralCortex	Parietal_cortex	Miscellaneous	14	Misc	ParCx
ACC	167	1	3.10974282426843e-05	CerebralCortex	Limbic_cortex	Miscellaneous	14	Misc	LimCx
LG	167	4	8.18732601932209e-05	Thalamus	Thalamus	Miscellaneous	14	Misc	Thal
HTHtub	167	2	0.000151825704091703	Hypothalamus	Hypothalamus	Miscellaneous	14	Misc	HTH
TH-TL	168	355	0.00872729060648524	CerebralCortex	Limbic_cortex	Miscellaneous	15	Misc	LimCx
CA1U-CA2U-CA3U	168	16	0.000422041096251748	Hippocampus	Hippocampus	Miscellaneous	15	Misc	HC
MEC	168	217	0.00430880425717803	CerebralCortex	Temporal_cortex	Miscellaneous	15	Misc	TempCx
Sub	168	28	0.000673595073133179	Hippocampus	Hippocampus	Miscellaneous	15	Misc	HC
LEC	168	3	9.16170407695831e-05	CerebralCortex	Temporal_cortex	Miscellaneous	15	Misc	TempCx
Pro	168	8	0.00028519482371395	CerebralCortex	Occipital_cortex	Miscellaneous	15	Misc	OccCx
CA1	168	2	5.10894832298771e-05	Hippocampus	Hippocampus	Miscellaneous	15	Misc	HC
CA1C-CA3C	168	2	5.42211137016754e-05	Hippocampus	Hippocampus	Miscellaneous	15	Misc	HC
CA1-2R	169	374	0.0332001775410564	Hippocampus	Hippocampus	Hippocampal CA1-3	4	CA1-3	HC
CA1U-CA2U-CA3U	169	435	0.0114742423043444	Hippocampus	Hippocampus	Hippocampal CA1-3	4	CA1-3	HC
Sub	169	332	0.0079869130100077	Hippocampus	Hippocampus	Hippocampal CA1-3	4	CA1-3	HC
CA1R-CA2R-CA3R	169	89	0.00309845425428213	Hippocampus	Hippocampus	Hippocampal CA1-3	4	CA1-3	HC
CA1C-CA3C	169	50	0.00135552784254189	Hippocampus	Hippocampus	Hippocampal CA1-3	4	CA1-3	HC
CA2U-CA3U	169	122	0.0097905465050959	Hippocampus	Hippocampus	Hippocampal CA1-3	4	CA1-3	HC
CA1	169	87	0.00222239252049966	Hippocampus	Hippocampus	Hippocampal CA1-3	4	CA1-3	HC
DGR-CA4Rpy	169	67	0.00224983210208193	Hippocampus	Hippocampus	Hippocampal CA1-3	4	CA1-3	HC
Pul	169	1	2.1527134953609e-05	Thalamus	Thalamus	Hippocampal CA1-3	4	CA1-3	Thal
M1C	169	11	9.43590447433434e-05	CerebralCortex	Frontal_cortex	Hippocampal CA1-3	4	CA1-3	FrCx
BNST	169	2	5.72524546989952e-05	Amygdala	Amygdala	Hippocampal CA1-3	4	CA1-3	Amyg
AON	169	1	3.2020493115594e-05	CerebralCortex	Paleo_cortex	Hippocampal CA1-3	4	CA1-3	PalCx
MEC	169	5	9.92812040824431e-05	CerebralCortex	Temporal_cortex	Hippocampal CA1-3	4	CA1-3	TempCx
SEP	169	3	7.35023888276369e-05	BasalForebrain	Basal_Forebrain	Hippocampal CA1-3	4	CA1-3	BasFB
LG	169	1	2.04683150483052e-05	Thalamus	Thalamus	Hippocampal CA1-3	4	CA1-3	Thal
CMN	169	1	2.60885445201012e-05	Amygdala	Amygdala	Hippocampal CA1-3	4	CA1-3	Amyg
CA1	170	290	0.00740797506833218	Hippocampus	Hippocampus	Miscellaneous	16	Misc	HC
MEC	170	16	0.000317699853063818	CerebralCortex	Temporal_cortex	Miscellaneous	16	Misc	TempCx
CA1U-CA2U-CA3U	170	47	0.00123974572023951	Hippocampus	Hippocampus	Miscellaneous	16	Misc	HC
HTHtub	170	108	0.00819858802095195	Hypothalamus	Hypothalamus	Miscellaneous	16	Misc	HTH
CMN	170	17	0.000443505256841721	Amygdala	Amygdala	Miscellaneous	16	Misc	Amyg
CA1C-CA3C	170	2	5.42211137016754e-05	Hippocampus	Hippocampus	Miscellaneous	16	Misc	HC
Sub	170	4	9.62278675904542e-05	Hippocampus	Hippocampus	Miscellaneous	16	Misc	HC
TH-TL	170	15	0.000368758758020503	CerebralCortex	Limbic_cortex	Miscellaneous	16	Misc	LimCx
DGR-CA4Rpy	170	2	6.71591672263264e-05	Hippocampus	Hippocampus	Miscellaneous	16	Misc	HC
Pro	170	1	3.56493529642437e-05	CerebralCortex	Occipital_cortex	Miscellaneous	16	Misc	OccCx
HTHma-HTHtub	170	1	5.33959846219564e-05	Hypothalamus	Hypothalamus	Miscellaneous	16	Misc	HTH
CA1	171	288	0.00735688558510231	Hippocampus	Hippocampus	Amygdala excitatory	11	AmygExc	HC
Sub	171	23	0.000553310238645112	Hippocampus	Hippocampus	Amygdala excitatory	11	AmygExc	HC
CMN	171	19	0.000495682345881923	Amygdala	Amygdala	Amygdala excitatory	11	AmygExc	Amyg
